latitude,longitude,hour,crime_type,risk_label
17.587341728037064,77.84061811715007,23,None,0
21.50055052403407,76.42188772022082,19,None,0
17.538151055942112,77.70856748900361,7,None,0
20.682975876052495,75.22290027430294,16,None,0
21.243519495688414,78.18354025220681,10,None,0
16.073938950878315,77.41953561254847,18,None,0
17.79180035356391,79.03292954716869,0,None,0
16.691382380828664,80.64956005496659,21,None,0
21.488451337461846,76.38550082631822,6,None,0
18.855756472744932,73.86523490353963,19,None,0
19.025179551681262,75.91873493471354,4,None,0
20.189998705537718,74.13470486239838,22,None,0
21.97017408023097,79.16935693586669,23,None,0
21.76788814117249,74.81257626251515,14,None,0
18.702910124369744,75.15822495767065,23,None,0
19.503969971818453,80.2626541714441,21,None,0
17.246437420293695,80.21248437627855,20,None,0
18.56520759517921,72.62310549664105,5,Theft,1
18.06591977845709,80.62837694497563,6,Theft,1
20.607311182332566,79.5097420090159,22,None,0
21.486472784828777,73.99407616854961,20,None,0
20.62391754435871,74.30806356629571,12,Theft,1
15.90244154020201,75.14561135485943,18,None,0
18.33676821631582,77.39994343076981,19,None,0
21.335751617032884,74.37837061326127,14,None,0
21.823497583373822,73.72095157161208,18,None,0
16.139972667371115,75.2129386599945,11,None,0
18.715555022762146,80.01537694169697,17,None,0
16.56229210042238,72.90655391916133,0,None,0
16.602949217035977,74.494016795037,20,None,0
17.325882008158022,74.74155226546326,4,None,0
19.07300289845352,73.00131987917662,7,None,0
16.381153587998867,80.78499436394314,14,Theft,1
21.603931854550282,73.30321505887281,7,None,0
20.25662940333857,74.985492451397,22,None,0
18.2832874006312,80.41172189980581,13,Assault,3
18.10882045744075,74.17434215010594,17,None,0
17.793878901669753,76.63074198315672,1,None,0
16.547991702470654,73.53003865759267,17,None,0
18.661058759551246,74.60930336201382,21,None,0
15.939643868717539,78.65863642904677,21,Theft,1
17.157121892965336,80.53536969079232,6,Harassment,2
17.8124930008574,75.83113364506872,20,Harassment,2
21.695258295416657,79.38411384394992,13,None,0
19.514696454550503,80.27458922637186,12,None,0
21.55485617571808,74.64664563913286,8,None,0
19.39447885055721,80.28991997782622,0,None,0
17.961884696974625,73.77649257021915,4,None,0
15.624756523297025,79.63202009349527,5,None,0
18.79142576102065,79.55568201600404,13,None,0
15.900329005347105,75.7345799142958,23,None,0
21.02095616983344,77.12168600649123,22,None,0
15.758232260339872,75.39153159405708,20,None,0
18.240457451630995,76.83703805085328,22,None,0
20.05207189397435,75.61839394659786,13,None,0
19.51100164668815,72.69158460536117,8,None,0
17.357416305348465,77.69378062999013,23,Theft,1
21.65364153581755,77.1884345947811,12,None,0
16.478330306810435,80.59854891111927,18,None,0
18.02909191693936,77.11705639501376,18,None,0
17.93568480691189,79.21577072976437,16,None,0
20.96132648863898,79.8757739544875,17,None,0
15.785863760915076,79.98883970196889,21,Theft,1
19.429164854867857,77.90707690151494,17,None,0
16.159837547105955,77.44172905457991,10,Assault,3
20.28856871357049,74.27305154072171,19,Harassment,2
17.50438599172154,75.87011404513463,3,Theft,1
17.863436013956665,73.19553877925567,10,None,0
15.74173253837723,77.78987600663594,18,None,0
21.247881805126724,79.6027324335019,19,None,0
18.998401199354646,79.89120855794519,18,None,0
20.948498112114343,80.0228369225156,4,None,0
16.9926119964056,74.23028037508561,18,None,0
16.65633055306272,76.57623941737891,18,None,0
18.756901060964246,77.77806689112691,9,Theft,1
19.804491193465523,74.12914961074594,7,Theft,1
16.8430966351358,72.97087007545109,10,None,0
20.401781937592208,75.37499992708874,14,None,0
21.601792950236202,79.67303054927402,16,None,0
21.4006673296239,80.83790547882555,18,Theft,1
18.75644963053832,80.52385241507551,12,None,0
15.66273933878667,76.59353301764953,5,None,0
19.474012117870295,74.21963184273086,18,None,0
18.670490054066313,77.17695916981795,1,None,0
16.909732360985828,72.94113165676461,18,None,0
18.100945453053132,79.67961827951345,19,None,0
17.941680743601076,73.20608788693475,1,None,0
20.270007374134554,77.46213207170145,3,None,0
21.20695166874054,78.11060238291827,5,None,0
21.47088979730991,77.10652898376529,0,None,0
20.204415848591065,76.68021469316672,16,Theft,1
19.61510181788777,77.15224750923505,12,None,0
20.29788982564296,78.45839472871076,7,None,0
16.055122015506747,77.06979116026298,7,None,0
17.10975232611522,80.07255877310119,7,None,0
21.270853896547948,77.04148827967919,14,None,0
18.214939763308358,76.28704281565459,23,Theft,1
18.96396807246403,79.99728326150424,19,None,0
21.15761336880027,75.13792777027881,18,None,0
21.707511767990436,73.68847980986094,17,None,0
21.981360605433515,73.60370109647076,20,None,0
17.212084010782522,77.23594142928164,10,None,0
17.82736783212026,79.48724393059678,5,None,0
18.116167768421064,73.25412376768784,0,None,0
19.845869235774956,74.10064621772896,7,None,0
20.327028992867206,78.11754238081906,2,None,0
21.29527110838431,78.18600280868006,15,None,0
16.427502568289526,75.6481008369537,12,Theft,1
19.2599131037853,76.58616876526824,6,None,0
21.282872829010515,74.394279374658,18,None,0
17.849428294349167,79.52617548234029,0,Theft,1
17.111890451256496,80.6661364901516,23,None,0
17.172958953718858,76.2092753846278,12,None,0
15.822630205278003,74.31964632169625,7,None,0
20.10857994885952,77.35305036167532,0,Theft,1
20.394590618271682,73.6726250137486,19,None,0
16.37277382313338,77.0105066687139,6,None,0
16.500473712688013,80.67468210579699,18,None,0
19.602230150224166,75.80506052055563,12,Robbery,3
20.134362902168665,73.11024434364866,7,None,0
19.439597717513085,76.23455203070779,11,None,0
19.032662641265624,75.51927103606057,11,None,0
20.987531737879323,75.60852855009745,10,Assault,3
15.782820095405343,74.48528792221691,8,None,0
19.84646959887241,76.58573135100265,1,None,0
17.167509520822613,80.6003153589792,22,None,0
15.648236060623557,74.46175798297566,11,None,0
21.138821330224317,76.38862090328087,13,None,0
19.075004874604815,80.7624177286343,8,None,0
20.964403270986374,76.86003453564976,21,None,0
21.854052449818465,74.99591742933849,13,None,0
15.665131734743431,77.71574752014548,14,Theft,1
21.30793950819995,77.01564031937527,17,None,0
15.847464453892346,78.6401958273783,11,None,0
16.86918507397025,76.61272776812986,14,None,0
21.652250713077652,80.8577161669423,5,None,0
18.16494177602212,80.37432520486752,8,None,0
16.58376705449655,80.01669322887822,9,None,0
18.298116793902263,80.68233915995243,1,Theft,1
18.31914736266764,74.79035908265872,0,Theft,1
19.264101117151814,73.52050925823121,1,None,0
21.63636051667562,80.58355720429897,23,None,0
21.393337584804765,73.92881963036493,16,None,0
16.092932576262836,78.49879318528251,12,None,0
18.903579057143236,80.43654300586988,2,None,0
19.51372882716018,75.0326325681329,21,None,0
21.767633354465016,76.77833263232206,19,None,0
17.47277799858909,80.1161808489613,6,Theft,1
20.41880575855395,73.50022487878202,1,Theft,1
18.463564682680932,72.74088248383529,12,None,0
21.331496221164134,76.66273262948862,22,None,0
17.023704747130772,73.34223871103038,13,None,0
18.38866900589755,80.2550243225262,7,None,0
16.51686874037047,76.52443565957897,4,None,0
17.800271344979652,77.71612875508515,17,None,0
18.413129825706466,77.59726860485796,19,None,0
18.66933322469434,75.50492835377383,8,None,0
19.610213081398467,77.43188647891542,8,None,0
16.56018414408911,73.25773479768719,19,None,0
20.516123610790956,80.10346586298098,0,Harassment,2
20.21120607794791,75.50146535037459,21,None,0
20.554730007377792,78.86201948133514,12,None,0
15.779667402398548,75.64875102812194,4,None,0
15.611726112830679,72.81606453883111,9,None,0
20.789849604886705,74.99149140122582,9,Theft,1
19.651351600146086,74.41485307927796,1,None,0
21.225255731991915,75.57990422630553,5,None,0
18.602870997186088,75.28471304425453,4,Harassment,2
16.619091693556555,75.76681256465244,20,None,0
18.99332422862311,73.58653768016569,20,None,0
15.790288037963862,80.65664203832114,22,Harassment,2
18.872343905208538,80.4720188381484,17,None,0
18.177929369275926,76.2272557328272,1,None,0
19.39328907469998,79.31138664528117,3,Theft,1
21.51512630624213,76.6996375184566,22,None,0
17.485596824949543,80.69655866750762,17,None,0
17.25518522059449,77.66213425862033,19,None,0
18.675930690904806,78.28385675015842,20,Theft,1
17.439888144199745,77.98949366725664,7,None,0
18.94758317110241,74.63028174882149,20,None,0
21.55938730532469,75.36545466190137,23,None,0
19.72892793560337,78.7544346492831,9,Harassment,2
16.72917997792685,80.61104095648008,17,None,0
16.62220435040925,76.05066354883562,10,Theft,1
20.073231825793172,76.8119375510424,22,None,0
18.86647623028165,77.15085499806044,10,Harassment,2
19.079275629144657,77.89286503610597,18,None,0
18.066935305539705,73.83378942982273,7,None,0
17.462342979716528,74.92846563153186,6,None,0
21.987240024163953,75.48058231646158,17,Theft,1
19.12053672255956,78.16180492768336,13,None,0
18.712128265977967,74.53072981092754,21,None,0
19.395334888651945,75.09145637395713,5,None,0
21.374672402562073,72.81151713606778,23,Harassment,2
18.43659563524773,73.9346537028852,1,None,0
18.162304849773815,77.91680883676268,7,None,0
17.03141896742774,78.4746034300827,18,Theft,1
19.405188845802684,77.13400824172275,9,None,0
21.43899253254289,80.47795088801634,3,None,0
15.826708590217654,74.69773788857304,16,None,0
16.982034422884496,78.94402598989662,20,None,0
21.297384081334233,79.03870415121983,8,Harassment,2
20.17463463806464,78.96254396495603,14,None,0
20.994613717399623,76.55841793697056,21,None,0
21.414515887134694,72.70606771362552,12,None,0
21.985196578594945,80.82536319824004,9,None,0
21.552972331897077,80.46253849979882,3,None,0
20.18284068485716,79.89473643628563,17,None,0
18.316715630525852,76.99419734126342,15,None,0
19.03147774335092,75.09874133026558,1,Assault,3
17.26248241720299,79.2322652772851,20,Assault,3
16.431687164920213,77.96042759037392,17,None,0
15.88997793911865,73.68486276251888,19,None,0
17.389204787058766,76.71450086721815,16,None,0
17.8377404888475,78.51907361643165,0,None,0
21.1938082768895,73.6565616850482,7,None,0
18.688261519180447,74.15939875593996,13,Theft,1
18.316039137180717,80.1812565277192,19,None,0
18.535335307172883,78.11264516292005,14,None,0
17.798669747078836,75.03778837413898,12,None,0
15.670681466106526,74.35231813636813,18,Harassment,2
17.558882029103813,80.63376088355186,22,None,0
20.213180744420974,80.57259966927751,9,None,0
19.218437840581235,77.44016560380756,19,None,0
17.510072285286704,76.6115563767684,20,None,0
17.827300097699485,78.82340321215699,20,None,0
20.128539425247173,77.08560108670659,13,None,0
16.07580567570467,76.52002748240363,5,None,0
19.894371162647356,79.3599831371166,12,None,0
20.41313510616797,75.22264773392497,5,None,0
16.625879435810184,75.26368783565405,7,None,0
19.79257059569241,75.7225518676501,19,None,0
17.78444580048247,80.47610896269188,20,None,0
19.665593369924775,77.396483223091,2,None,0
17.77958381041833,76.8346242795881,14,None,0
21.236079768703107,73.536976089902,1,None,0
17.78596856951574,75.31881798685647,10,None,0
15.695684388339922,78.77613843573812,0,None,0
17.080151000914064,80.20742431835835,19,None,0
18.4073562502384,74.79384143038672,23,None,0
15.964861131951503,74.23602755006394,8,None,0
15.737149048638125,79.26056980306612,18,None,0
16.475445685238324,73.65233787023602,23,Harassment,2
20.431200307922033,75.13843070828457,11,None,0
18.24417625171026,78.71936500612964,16,None,0
17.186926451350747,77.00178554401137,11,None,0
18.51027507071173,80.51003219622501,17,Theft,1
16.087056249216268,80.3296371102357,16,Theft,1
21.163631443266937,75.49948295813543,19,Assault,3
20.422405308906896,77.60019859959361,19,None,0
16.747912964184337,76.29103463040279,2,Theft,1
20.026244013952887,77.18273755999981,1,None,0
21.277375808409435,73.3634394992467,4,None,0
19.345106020845677,77.15802602204943,19,Harassment,2
20.03928013347273,77.64006919534512,17,None,0
18.670811564944554,80.88658691180949,11,None,0
17.208972876213018,72.95763397009539,5,None,0
21.605826922799096,74.09730325208233,22,None,0
17.720718072409067,75.70814303104221,6,Theft,1
16.496919179687023,76.45895634159271,0,None,0
16.13287059621471,74.51646608762674,20,Theft,1
19.40303068748856,73.09551286321559,11,None,0
20.266812156556036,79.21589828192276,13,None,0
16.064425361991184,77.99608405633204,12,None,0
19.51502219776066,79.2530701396252,16,None,0
19.272889473544,74.92794929324582,6,None,0
19.13014379442817,76.10648617076478,19,None,0
17.238823870499957,78.21063441686476,16,None,0
16.24195839323501,73.6231523328094,17,None,0
18.178397623485644,80.15561065885767,17,None,0
20.90993047636678,80.87408026566442,8,None,0
20.513055312593096,73.38235589640871,17,Theft,1
16.113944897625874,74.34176839230474,17,Assault,3
20.578550218225878,78.25503735390012,10,None,0
18.649881709741756,75.5726715273696,0,None,0
17.817399639662884,80.11799869292463,22,None,0
19.765632075771315,77.41919835665308,6,None,0
18.556611020314214,77.72549594824012,2,None,0
16.72019178930876,78.02139643439664,23,None,0
18.828258497684118,78.89872815191148,20,None,0
19.828747002096136,80.61392470826604,23,None,0
18.688518995361054,75.00748230044027,16,None,0
17.39267624644795,78.86064120544796,17,Theft,1
20.3497857962992,75.53279253375608,20,None,0
16.986355386470063,74.24246297190435,4,None,0
18.04686436385294,76.58844390603713,6,None,0
21.767689045666536,75.00225067494682,16,None,0
19.200663941585574,75.48345236364253,11,None,0
18.397559085749787,76.80284761165366,21,Assault,3
16.809865427272275,77.63939049201896,13,None,0
19.383184691457853,75.37276107922195,15,None,0
21.82369346667191,78.30130926363157,8,None,0
19.027418554204033,79.13659516873653,9,Theft,1
18.519132985309046,80.5029064881373,21,None,0
15.836382380179934,78.21502601055249,7,None,0
20.84260307203257,73.34062198576349,21,Theft,1
18.169528836759007,79.08246523969838,12,Theft,1
16.918836937636165,77.55714248378011,13,Assault,3
21.14261983549446,80.5304289896679,10,None,0
19.528441982264315,80.37716278186491,3,None,0
15.85194870181922,78.58998316485032,17,None,0
20.895182927923678,77.18466656197967,22,None,0
15.676299115587296,76.36021375961319,19,None,0
20.91037282613186,77.18379566403729,20,Theft,1
16.10070056008472,79.32975841805924,13,None,0
18.975182093953624,74.19988202608805,14,None,0
20.22128936461972,78.90319461807255,12,None,0
19.216551717375015,79.7873048178153,13,None,0
15.74489908574782,73.26802881359481,1,None,0
16.865317582532505,76.97081496522728,12,None,0
20.153718690568695,74.61337099093055,19,None,0
18.748287645152168,79.91765623443067,12,Harassment,2
17.795394214499424,76.0217387602367,3,Theft,1
20.09306943604183,74.49142925731334,13,None,0
19.138277447116195,80.73794208702039,14,None,0
17.96979586610619,73.95077177940729,13,None,0
17.681225106543003,74.45806960424932,8,Theft,1
17.174389022324007,78.64066241652897,7,None,0
17.63055624511029,79.52848678266822,1,None,0
19.890716421845795,74.57644324713647,12,Harassment,2
20.63401244924672,80.18194302214268,14,None,0
15.793842501607042,73.9280554898833,12,Theft,1
18.251237452149947,80.84269159040393,6,None,0
18.496591392428982,78.20366987281155,14,None,0
21.077671474768774,75.17620976310194,12,None,0
17.793774856390367,77.21354389011664,4,None,0
15.8305263227877,73.02348946518461,18,None,0
21.833842638138673,77.46746034469449,12,None,0
19.995406508964415,80.48785899729285,6,None,0
18.12365203286269,75.06442489491474,4,None,0
20.77092368313837,75.91985452871961,2,Theft,1
20.50210966481342,73.64224329233272,13,None,0
16.35716002790977,80.12578583619286,6,None,0
17.323505051018728,76.00559456572708,15,None,0
21.42736366474343,79.83320042351403,13,None,0
16.083613232152892,74.78584107423985,23,None,0
20.6732551987847,74.97841417877525,14,Theft,1
20.290475551404338,74.34411903482186,18,None,0
21.923724335659028,73.81520951019667,4,None,0
20.716067222051933,77.1626122735727,6,None,0
16.512888239627454,80.03187669621488,18,None,0
17.17782957181128,79.80656467160277,14,None,0
17.703550211206895,79.14424642652818,18,None,0
18.471917863969356,76.66132048799216,19,None,0
21.820501546997505,78.79393749441454,19,Theft,1
17.888586783958242,76.05144246606388,16,None,0
21.967449823252075,78.18645068499215,10,Assault,3
18.457642058280683,77.52742528018433,8,None,0
19.178490764448227,78.49095754848396,20,None,0
19.762508972917143,77.51600802763556,12,None,0
20.815978405259337,76.38514295576925,21,None,0
19.590162667760424,72.66509976046204,1,None,0
17.295518175807324,75.28625159866827,12,None,0
20.134315965800347,76.75684217859096,17,Robbery,3
19.781192943824074,72.9134067962863,11,None,0
17.68420348545955,77.52733680766639,23,None,0
20.961334283696033,73.93285545476415,13,Theft,1
17.92959964797548,76.41275061528074,0,None,0
20.413406093954766,78.64196211236452,5,None,0
18.429146233807565,78.03613850774299,0,None,0
19.721170746736604,80.17317872725675,10,None,0
20.985869193543273,76.003011025709,6,None,0
21.76549799411061,80.65769589328835,5,None,0
20.732027300432485,78.0231788179933,15,None,0
18.467299434186362,73.6244673489536,2,None,0
19.19006377368796,74.19762400937422,1,None,0
21.13095339995441,72.90458530183503,7,None,0
21.189834497780787,77.05083006295317,8,Theft,1
20.09242369180428,79.03338146273364,21,None,0
16.31428908294856,74.01116136678031,22,None,0
18.944665918042002,80.68334568349688,19,None,0
20.701353261790707,77.81027464598168,18,None,0
16.94354007127218,78.7120794748034,16,None,0
15.934928884763908,80.78856767231493,20,None,0
15.817322470665664,79.98530498780657,7,None,0
18.033041663701212,76.18741001340298,11,None,0
17.761657525620585,80.31279398734628,15,Harassment,2
17.590968742762215,74.10072263136026,18,Theft,1
19.70940337041826,72.69712585508042,11,None,0
21.146145664913067,76.96102947735753,7,Theft,1
20.503441101331372,80.54663860204681,18,None,0
16.892791236396768,74.76101094441688,11,None,0
21.524269569230892,77.64167427221213,17,None,0
17.34058015945195,74.27220863564085,20,None,0
16.38091715800429,78.63221638468356,19,Harassment,2
20.82963085756252,77.47212347417646,22,None,0
16.970428986205512,73.20814082061183,12,None,0
21.838484053193817,79.48750540237603,5,None,0
21.90826722057063,76.3780560118427,9,Harassment,2
16.970476226084966,76.88194523093165,0,None,0
20.13624162386202,78.56585190262633,2,None,0
20.322556319569244,73.18764441390539,0,None,0
20.022012968019407,74.57770043607735,2,None,0
18.570266825150256,74.99467250121697,5,None,0
21.28422591843848,79.21426043230679,15,None,0
21.923946864124936,77.10525724148201,6,Harassment,2
21.20091221527879,80.87679989533379,2,None,0
15.994498072260596,73.58114926878311,23,None,0
21.50157433605468,79.25352196328986,3,None,0
20.63767378561857,79.12788883842374,13,Assault,3
18.875094867299318,73.53478399857882,2,Theft,1
21.23278551256137,76.3719323583177,10,None,0
16.080389800104427,72.86678399768738,20,None,0
16.541364744439033,77.59969517343563,20,None,0
21.010161768316117,74.13696742522599,2,None,0
18.127157172910707,76.89628743895024,10,None,0
16.497649852155284,76.46900764075706,9,None,0
19.075071154411777,76.7913596195718,4,None,0
19.406228598450184,72.61335474674284,18,None,0
16.23305280966226,74.5089958829677,1,None,0
18.3386438476971,76.04086135100287,5,None,0
21.62095529830401,74.45705322605991,6,None,0
21.492015988949895,78.77862958952147,1,Theft,1
21.835760043796434,79.69091166376997,3,Theft,1
17.216026675932252,78.38618490663777,6,None,0
21.40828193549387,72.88552072205152,3,None,0
18.545405436643644,74.05702691966172,16,None,0
18.428702367359076,79.11907598712337,15,Theft,1
19.420816212950427,77.0871816511597,12,None,0
20.451477716019703,75.00346835973406,12,None,0
19.9852133669875,73.75446368556013,13,None,0
20.50991244103173,76.81651192444419,21,None,0
19.91846940746878,77.51173915134487,13,None,0
19.17814764689001,77.80496584387089,21,None,0
17.373746817939217,75.4719492051524,2,None,0
19.04165637980966,73.82818002597348,17,None,0
16.24344842762568,74.86277919099494,9,Harassment,2
16.714810708998304,76.43867348587636,16,None,0
16.24417669023422,78.29866997359458,4,None,0
21.956553450035138,79.07325912675559,12,None,0
19.830257010328925,75.25769209888784,14,None,0
21.884395687849036,77.9395488572285,2,None,0
19.174919317166562,78.3499180325919,8,None,0
18.26601183028426,76.8474840572904,11,None,0
18.630783143889364,73.80611767795499,17,None,0
20.007110308760208,72.80095514238991,4,None,0
20.872964940296203,78.14968037135515,12,None,0
17.74619728471258,78.35218235773192,9,None,0
19.569163196553333,78.71183146321597,3,None,0
21.65514566422545,77.97989244630185,22,None,0
18.30209300986227,76.25179972248931,5,None,0
19.37985498298815,77.93632585366908,18,Assault,3
19.695952213591042,78.42497712147535,21,None,0
16.10305934809028,80.04128412932873,5,None,0
21.874357280078875,76.68966394924807,2,Harassment,2
19.920735666724667,75.62317672714029,11,Theft,1
20.385892906061734,78.06065466926692,8,Harassment,2
17.27239512560352,75.39742088192341,1,None,0
17.808147791128455,80.75730461008331,5,None,0
16.869417573500552,80.74122624143473,4,None,0
19.89189638895619,75.88771660235702,13,None,0
20.77084915373933,73.62308209326217,8,None,0
18.36252487912967,77.1635527549381,19,None,0
16.772773528084816,77.18867491702552,18,None,0
16.853085533066636,73.59483584693174,16,None,0
20.651927977454342,75.81423471647994,23,None,0
16.741317293634694,75.93882794654878,6,None,0
17.51667365237593,79.30994658143236,7,None,0
19.350200728325152,77.81837945957349,13,None,0
19.446375262111648,78.37642726610845,18,None,0
18.264708087865877,73.77256533661179,15,None,0
18.188752292142585,77.06023545333157,10,None,0
21.83584179750507,75.64203767678839,23,None,0
19.950371435704696,80.0096443250166,12,None,0
16.094209489108277,72.92343285635418,14,Robbery,3
20.779189653693862,78.60467775939779,10,None,0
16.07104581885951,77.61292401737812,2,None,0
21.738755971882906,73.72330304301798,17,Harassment,2
20.164186325328863,75.88817556854937,19,Theft,1
20.603348150923342,72.72126339251342,14,None,0
18.97157341250819,75.82407102903822,2,None,0
20.894452714881858,77.85500044723655,5,None,0
18.556898402444233,80.18480624778847,2,Harassment,2
16.445525735374908,74.10146614450173,14,None,0
20.603051844473153,74.97202471155502,8,None,0
19.967323894569894,79.73232049859253,15,None,0
19.336803831816788,73.91918011846957,17,None,0
18.416906919581372,79.67246316006838,7,None,0
17.556402999246476,76.3613043654755,22,None,0
21.4089983446481,78.267450406451,7,None,0
18.215804236207315,72.66416684110621,7,None,0
20.48919380973093,80.64349740764905,9,None,0
19.99938058904693,78.76472381824166,17,Harassment,2
16.703610057287257,78.43934680635483,17,None,0
15.934990452463579,78.92460749266893,19,None,0
20.65215195836362,79.84499507156418,22,None,0
17.46491374361401,73.56465038453422,12,None,0
15.903185551961704,73.14853176877156,2,Theft,1
21.5551233274692,72.77443082854887,15,Theft,1
18.97509035677068,78.27851361107332,6,None,0
16.296582385005305,75.79265976271442,20,None,0
17.821657125037422,80.88958995537355,21,None,0
16.241205543346187,78.10845484667895,11,None,0
15.954350322697652,72.68972330346126,9,None,0
20.77518060180521,80.85052082368846,11,None,0
21.07167795283272,77.84079485108329,15,Theft,1
18.503542749307414,72.71846675520604,21,None,0
20.62872741856862,79.6826727849384,5,Theft,1
21.84866105642358,76.52670005862596,14,None,0
18.766924498276577,76.92632411898155,11,Theft,1
20.33759201617444,78.56701112495159,3,Harassment,2
18.609634131773362,79.51596218754283,9,Harassment,2
16.566793567285515,77.77315955813148,5,None,0
18.167615659759626,74.03429181992615,15,None,0
20.889769691852408,73.45731168635533,10,None,0
19.825684006524554,80.18896793048903,23,None,0
17.194809535038985,72.63508013560242,22,None,0
18.790079736619337,77.04462464145641,20,None,0
19.63951701478797,79.1007259698594,15,None,0
19.052445116699534,75.69278417426216,20,None,0
20.022413716318646,78.8555102801591,20,None,0
18.094433830732257,78.51810617998181,1,None,0
17.662432656470106,79.11850458237308,21,Theft,1
17.65558090425329,72.73853261596079,2,None,0
16.810759857233332,73.3539155671928,5,None,0
17.878579455159866,74.78580558563579,9,None,0
17.380419127927993,73.66130577231716,23,None,0
20.9573359245359,74.55655811984647,17,None,0
16.14287621742924,78.31999264928703,20,Assault,3
17.54924236867241,76.3040547227892,12,Harassment,2
19.405470203259984,72.8169051264202,12,None,0
15.742828567682746,72.88774956238976,5,None,0
17.83799908110445,73.07030075940199,13,None,0
21.899760115843662,76.25941973972448,14,Assault,3
19.929173921804136,74.23413822716707,17,None,0
16.481230508462282,75.66286276892703,10,None,0
18.692661388342522,74.97343991590205,16,None,0
17.559712508657856,74.77646050199989,5,None,0
21.278561052590785,80.21453116832153,4,Harassment,2
19.097290328115438,79.20090367912012,14,Theft,1
20.752714718019458,75.64811293380465,5,None,0
19.011911826695535,79.08325888114804,13,None,0
16.36776651779263,72.83849845765724,10,None,0
20.825201752720858,74.37868446476739,21,None,0
19.60071267906659,79.1083173791363,17,None,0
15.844906758240215,75.50194182480378,20,Theft,1
20.68562169599347,80.49431731774685,14,None,0
20.85188265744679,73.626569225469,10,None,0
17.14197452041504,79.21019552688914,22,None,0
16.810425564694093,74.36933681174169,3,None,0
20.826647632019032,75.6666690541456,2,None,0
18.666582285371916,76.49037233763069,8,None,0
19.76526659616971,72.68487811384307,4,None,0
21.91045731116303,75.18401315847076,15,None,0
19.076168859835505,75.59790103374225,23,None,0
18.4045796705666,75.2085225596003,9,None,0
16.587967137157616,74.04788395516796,0,None,0
20.845783415677886,75.3951829888274,6,None,0
17.883876008468434,72.96235322983544,11,None,0
20.73780089306836,73.58673182341687,13,None,0
19.35550147386276,78.56916274287708,12,None,0
15.666101300367643,79.77032595186739,7,None,0
21.33055956908038,80.89788813290808,0,None,0
15.907475941188357,76.15008965685995,12,None,0
19.61850369895085,75.17141002520052,3,None,0
17.4076062867453,76.88189503304453,6,Assault,3
21.412116404149025,76.00893397597284,0,None,0
20.36151493075929,77.70748591440669,21,None,0
17.26017798110317,77.40385677542233,16,None,0
16.685636083564123,73.98050062480314,5,None,0
18.70401875275318,79.61558586705098,6,None,0
16.536632579592812,76.13691524360341,21,None,0
19.283801853832244,80.77476290169422,16,None,0
20.871989711877166,80.44465266947437,5,Theft,1
20.130568532326524,77.04619428314999,4,None,0
17.699955756132354,77.79967740956249,1,None,0
21.993393549287834,72.81674800784656,18,None,0
20.912100975284737,73.17982581719659,21,None,0
17.850875402894044,77.7932567848053,21,None,0
18.36507417286436,74.36086268282837,6,None,0
19.376623269569155,73.47220529881756,3,None,0
16.789785790224496,77.89952833158308,4,None,0
